b1191,cspG,eutG,fixC,cspA,yecO,yedE,sucA,cchB,yceP,ygbD,yjbO,yfiA,lpdA,pspB,atpG,dnaJ,flgD,gltA,sucD,tnaA,ygcE,yhdM,ibpB,yfaD,hupB,pspA,asnA,atpD,nmpC,icdA,lacA,yheI,aceB,lacY,b1963,dnaK,folK,ycgX,lacZ,nuoM,dnaG,b1583,mopB,yaeM,ftsJ
1.535191108195685,1.301523795206627,0.22332654391989193,2.4369465979115237,1.4965577336497882,1.4584028055058278,-1.2312399134380236,0.6101860473199296,3.068864772613619,-0.6193058620539447,2.1032994349874325,0.7911196685586975,-0.4488558487520299,-1.5555351758346625,1.953764603839223,-0.9417718453762564,0.04351788768834419,-0.05850201405205224,-1.32830386346982,-0.2460566066086487,-1.480066546548947,4.0490736421596125,-1.7520350712720032,-0.4266528367835969,-0.5210999579423221,-1.3009230718269011,1.6630225687103954,3.508389628782138,-2.3144749825255344,-1.2534832176281756,-3.353871885942949,2.1480125605080014,1.7622446371228495,-3.3388981697625724,1.4696475402479647,2.8459755632716703,2.0906313597739734,1.8676511062296794,0.9762695016383539,1.7915855536826828,-1.073492523418695,1.0947188427233807,3.589505351728263,1.480169598167767,1.2474442183429373,1.8542559901013145
0.9427773542612925,2.294387647472529,1.5101882919632545,0.5812438137421079,-1.8286746536596756,2.263227838750462,-1.434565101243624,-2.599749300188348,1.019180989792634,1.2573759148330153,0.9299998507301082,-0.43337043323578417,-2.8035480024864503,-1.9140178799358776,2.8770316108815708,-2.359566022876751,1.9236413977002207,-1.4698053221340712,-2.577048236659854,-3.4022655785437816,-1.9457878864366047,-0.7176817457277509,1.5503033571091436,0.980369587264816,1.4840757346426352,-2.9834427141517215,1.4977768940875595,-0.5792529139123139,0.6244921571363846,-0.1745440855782039,0.2567325901903952,1.6053232256076382,-1.095553295925484,0.07603365142541829,1.7382885270322141,0.4948355972802847,-1.4672444699278553,-0.08454452147816482,-0.44597772992990947,0.9186898309184868,-0.6785964155236349,-0.21881022889114488,2.343834244961511,-0.8210980534855628,2.174061925151877,-0.5825098473665877
1.062495886071702,2.300875944577038,1.3932814140663772,-0.3755403111524065,0.8745490179906055,1.9147664234766302,-1.79598742099939,-0.46677091782607494,-0.2971435781204259,1.4053522957063738,2.3343110760790005,3.997773114145475,-1.202381412775631,-1.764875278175843,2.5042064155805788,-0.48249544651191245,0.19939652769445826,-1.5571221158677575,-1.3184462986858165,-0.9663726990445572,-1.2995803611277583,3.4883111058143887,-1.9724021318100218,2.027447617809466,1.3169699673024324,-1.9797301156753129,1.3229569387596405,2.7807338808782927,-4.080966350600801,-0.4466726213137702,-2.5152495686274703,2.3970093047956227,3.4632567219768076,-2.6791023174601216,1.6452277002972724,4.829705492025489,3.114196306474491,2.5926314567218025,4.451815764078496,3.227852491178574,0.36049788524143556,3.7484607900072433,1.9680238474767615,2.295344958516881,5.455505029068253,2.8967022938025675
2.1078594428545205,2.658759243099751,0.7969419426072221,1.220728084269555,2.769739765222717,2.243095347099771,-2.643589213645118,0.1264493910525024,3.0083138559168185,0.5808843640395507,1.278598953833662,1.2848124191060597,-0.087966081143669,-2.217546981375941,2.887733908777888,-1.059220841488003,0.4703046618509341,-0.3130484483418674,-1.0098765352496821,-0.7612183714133409,-2.1974892055499935,4.1093348389765705,-0.5897587909403565,0.6837461785768765,0.6786675072558886,-1.2059900528557457,1.8150267468300754,4.133180259793721,-3.5101265708543714,-1.0953948522860408,-3.149002879403996,2.3340027188549763,1.967108418006228,-3.2027039662226118,1.5990772776599296,3.4884057511484103,1.5338480343479992,2.53895639935555,1.264352419463962,2.399201453355773,-1.2861974095284678,1.0367002216982575,1.0816938169506418,1.012586793228468,5.523278901415046,1.8361472459153227
0.49049404021444054,1.3229741284322434,0.6961428207756153,1.2212300542612002,-1.2642147453961372,1.840921255624476,-1.4468409056823326,-0.9787001539481679,2.882491129919245,0.5983130145664994,1.7810018211558254,2.5489439816975685,-2.6843331136188975,-1.1814598328521557,0.6292274435814811,-2.1652525218744563,-0.33965361422859,-1.0880375606622426,-2.5557742984344936,-1.431508017973045,-1.562646321273954,0.03488734808829452,1.519473976952986,0.923855812753098,0.5933865609624156,-3.0806583381811166,1.5677460470593305,0.62610585763342,-1.2757206461748853,-1.704262321981012,-1.5075294814025921,4.100409446523385,0.7978960798328248,-1.295383078421738,3.864676406157236,2.7173794636466324,-0.1127380726410031,1.9296033815639009,1.4819372048646025,3.957339046531903,0.44590089844258984,0.7785626860108876,1.3599725659943387,-0.2877972626234173,3.0531028431497367,0.6054479076659588
1.6936159090098952,1.2390975848369277,0.7156807768267479,2.6292671384160213,-1.9627327306268785,1.3947061000377585,-0.36337590917103624,-0.2824179097495272,1.4647788750225081,-0.11856840713686845,3.2426258230977614,1.04947726698147,-3.056324131355921,-0.3433409640314353,0.32920826726023455,-1.0454932745953331,-0.05033486234929474,-0.4063378612975874,-1.8954546914295825,-0.4836979706623241,-2.3105432273074635,3.541032207247209,-0.0337280273880467,1.2167882858254895,0.9045582894890337,-3.7395660114157088,-0.5140875686025812,3.446344262180286,-2.4746422854549115,0.5925625116570798,-3.3708440935285227,-3.6672334994726166,2.2986439576753552,-3.61665201360499,-4.599047581289494,3.4982051173201,1.9363779687741784,2.1078969248905306,3.3014904756077827,-3.089738768932256,-5.030322413696115,2.5141499724267,1.4447695560575669,2.16162525803374,3.9970033933544196,2.08345189053657
2.3740483901620935,-0.14923719774396593,1.2448413214929583,1.681946807555772,-2.7014762777789962,-0.28788254695454696,-0.1944203733479002,0.15873172280056247,2.006898154249636,0.5661481767059307,3.4602403810115527,1.8941181619250362,-3.6012997007297813,-0.3779838477380051,0.09639792841948425,-0.13574211746695486,-0.9000217086647404,-0.6658276372717206,-0.4138483771249004,-1.6606177351163887,-2.0575668765431105,4.703990463239974,0.5656934529268902,1.5240007411806282,0.060255645339931885,-4.6491814224573975,0.14991878115558444,3.885605330294999,-3.1438107423843276,0.08042787151884712,-3.0499771738298826,2.886883382996211,3.0273210658010266,-3.1323833595129793,2.286602838586936,3.4274798221383156,2.338630019022895,3.403378367030456,3.315122454194478,2.8265688345699553,0.7964233474482116,2.5438041977040955,0.9603334770335171,2.9772792211895975,-0.38366129959362816,3.4525371370554736
0.7762353475899024,2.722974519720888,0.8120968533091621,0.3895506005219249,-0.9817613499243697,2.160977442737904,-2.4098422282054868,-1.3899621276408158,0.023645840460257306,0.9398572377395975,1.7931593818970442,1.6501343437336204,-2.4593165098669356,-2.6899036558581946,2.4343524842802085,-1.4375318521105298,1.405245959886685,-0.38586173659977985,-1.7082290267718112,-0.8808962105866056,-0.7624781848945125,2.554956453716315,0.6401608136837612,1.6911142204058083,0.06605342419322491,-3.3463357835415284,2.406622253078549,2.2897507455964834,-2.666188585686635,-2.573192977034588,-2.6047959968591714,2.4826110610604473,1.2145418987195877,-2.4922524274768847,1.305080259922494,1.7537734044672721,1.3390913426714093,1.208481368284415,1.572513416763358,2.6104309640758636,-2.743768447794676,1.2531182749226712,2.406366333144901,1.323592165329878,4.421493010380759,2.0460637157827493
0.8783814520804254,1.4957246716915695,0.9815998347981121,0.12535345323455416,-1.1882135187427103,2.477903472295344,-1.20525745999204,-1.2026120195939842,2.1482500149820454,0.9379301131275635,0.3928423731196049,2.733623724402574,-2.2659130643343524,-1.5050376044683047,0.9059793217777934,-1.033952382701355,1.8376314167354488,-0.31355646015163985,-0.9600566090626518,-1.0382455008565634,-1.1034726238276469,1.4981348181858394,1.1566178703620593,0.9283095291871861,0.3119425279260467,-2.5755555001103634,1.1476805008942517,1.2959123254506602,-1.2193134830489223,-0.1348214922010189,-0.16702741672189192,4.012699107383446,0.7506371364304063,-0.29296151357015643,4.047952440497536,1.2316308531597724,0.2536262046996077,0.5175993471017206,1.027059637979311,4.525441013449842,-0.9153481455375746,0.7782576253955675,3.216337789736369,-0.38127659955001136,2.8566639586118105,0.32128717087791636
1.8314002643189353,2.646783534782127,1.800220596566819,0.6758887799227331,-0.14828903891168588,3.088871726520105,-1.2241960769955136,-1.4498409949320943,0.9347866962386979,1.1977822875820265,1.5758199324400546,1.7907557438550288,-1.0215170209873041,-1.4343239006054325,2.216026512575523,-1.6361476959451609,1.420642321168831,-1.3408744929021843,-0.3075666134959736,-2.3080233637363268,-1.0931070704462063,3.0785601147056267,0.5817924465875384,1.9055678101991882,2.3138486861752328,-1.138294372180991,1.5639792175890819,3.228079981803624,-1.8657748718678577,-1.9489792186134944,-1.319679979092329,1.3550665054696511,1.274375771812399,-1.837335212291013,0.5137394580861196,2.744362723707453,1.3162114847656892,0.8301620961949202,1.1430410828830844,1.9869151823469275,-2.2148497247674457,0.6678810859843917,3.383045905988862,1.1524458542885359,3.527496861524332,1.6027433851801511
